MSG_ID,MSG_TYPE,DATA_LEN,ERROR,timeSentACK,timeRecvACK,timeFrontendSend,timeFrontendRecv
57,,182,TIMEDOUT,,,1612026595455,1612026605517
58,,158,TIMEDOUT,,,1612026598470,1612026608531
59,,174,TIMEDOUT,,,1612026601490,1612026611544
60,,129,TIMEDOUT,,,1612026605021,1612026615054
61,,184,TIMEDOUT,,,1612026608029,1612026618083
62,,207,TIMEDOUT,,,1612026611039,1612026621113
63,,139,TIMEDOUT,,,1612026614047,1612026624131
60,,129,TIMEDOUT,,,1612026617056,1612026627178
61,,184,TIMEDOUT,,,1612026618084,1612026628187
64,,148,TIMEDOUT,,,1612026620071,1612026630210
62,,207,TIMEDOUT,,,1612026621114,1612026631219
65,,176,TIMEDOUT,,,1612026623082,1612026633243
63,,139,TIMEDOUT,,,1612026624132,1612026634251
66,,207,TIMEDOUT,,,1612026626095,1612026636278
60,,129,TIMEDOUT,,,1612026627179,1612026637287
61,,184,TIMEDOUT,,,1612026629107,1612026639309
64,,148,TIMEDOUT,,,1612026630211,1612026640320
62,,207,TIMEDOUT,,,1612026632114,1612026642344
65,,176,TIMEDOUT,,,1612026633243,1612026643352
63,,139,TIMEDOUT,,,1612026635129,1612026645377
66,,207,TIMEDOUT,,,1612026636279,1612026646387
60,,129,TIMEDOUT,,,1612026638143,1612026648410
61,,184,TIMEDOUT,,,1612026639310,1612026649418
64,,148,TIMEDOUT,,,1612026641156,1612026651441
62,,207,TIMEDOUT,,,1612026642345,1612026652450
63,,139,TIMEDOUT,,,1612026645378,1612026655489
60,,129,TIMEDOUT,,,1612026648411,1612026658511
64,,148,TIMEDOUT,,,1612026651442,1612026661550
63,,139,TIMEDOUT,,,1612026655489,1612026665598
64,,148,TIMEDOUT,,,1612026661550,1612026671669
