MSG_ID,MSG_TYPE,DATA_LEN,ERROR,timeSentACK,timeRecvACK,timeFrontendSend,timeFrontendRecv
61,DATA,190,NONE,131269599,132024125,1612027035061,1612027038078
62,DATA,117,NONE,133067561,134031520,1612027037065,1612027040085
63,DATA,213,NONE,135118560,136037856,1612027039071,1612027042092
64,DATA,151,NONE,137169736,138050888,1612027041078,1612027044106
65,DATA,197,NONE,139214560,140056276,1612027043091,1612027046111
66,DATA,138,NONE,141261560,142063437,1612027045098,1612027048118
67,DATA,188,NONE,143105561,144078004,1612027047104,1612027050133
68,DATA,209,NONE,145156560,146088699,1612027049117,1612027052144
69,DATA,209,NONE,147408559,148099773,1612027051129,1612027054154
70,DATA,152,NONE,149146561,150115448,1612027053141,1612027056170
71,DATA,175,NONE,151194560,152125322,1612027055156,1612027058180
72,DATA,138,NONE,153237559,154138318,1612027057167,1612027060193
73,DATA,139,NONE,155291560,156153514,1612027059180,1612027062208
74,DATA,221,NONE,157339559,158160269,1612027061194,1612027064216
75,DATA,111,NONE,159181559,160164624,1612027063201,1612027066220
76,DATA,224,NONE,161231560,162176909,1612027065206,1612027068233
77,DATA,112,NONE,163283717,164183299,1612027067218,1612027070249
78,DATA,129,NONE,165225581,166139241,1612027069229,1612027072259
79,DATA,151,NONE,167273584,168183985,1612027071242,1612027074265
80,DATA,210,NONE,169321581,170233338,1612027073248,1612027076273
81,DATA,149,NONE,171369586,172283528,1612027075257,1612027078286
82,DATA,189,NONE,173417581,174330560,1612027077269,1612027080298
83,DATA,220,NONE,175261586,176175810,1612027079280,1612027082311
84,DATA,136,NONE,177308579,178219899,1612027081295,1612027084319
85,DATA,195,NONE,179355585,180270837,1612027083303,1612027086334
86,DATA,138,NONE,181407581,182322041,1612027085317,1612027088347
87,DATA,233,NONE,183455585,184367627,1612027087330,1612027090355
88,DATA,119,NONE,185501707,186306831,1612027089339,1612027092365
89,DATA,157,NONE,187344559,188311081,1612027091349,1612027094369
90,DATA,161,NONE,189393559,190321964,1612027093356,1612027096380
91,DATA,105,NONE,191439560,192334121,1612027095368,1612027098392
92,DATA,171,NONE,193488560,194344955,1612027097379,1612027100403
93,DATA,127,NONE,195536559,196352659,1612027099390,1612027102412
94,DATA,203,NONE,197386720,198365039,1612027101397,1612027104424
95,DATA,148,NONE,199428564,200372307,1612027103409,1612027106430
96,DATA,191,NONE,201683563,202385448,1612027105417,1612027108444
97,DATA,143,NONE,203422564,204393221,1612027107431,1612027110451
98,DATA,212,NONE,205471563,206408053,1612027109437,1612027112467
99,DATA,142,NONE,207520563,208423084,1612027111453,1612027114481
100,DATA,146,NONE,209566563,210435105,1612027113468,1612027116493
101,DATA,160,NONE,211613565,212445203,1612027115480,1612027118504
102,DATA,185,NONE,213664565,214451230,1612027117490,1612027120509
103,DATA,222,NONE,215508563,216459625,1612027119495,1612027122519
104,DATA,141,NONE,217555563,218473563,1612027121503,1612027124532
105,DATA,172,NONE,219503563,220486400,1612027123518,1612027126545
106,DATA,153,NONE,222853588,222870634,1612027125531,1612027128929
107,DATA,133,NONE,223866599,224502992,1612027127538,1612027130562
108,DATA,185,NONE,225644561,226517100,1612027129547,1612027132576
109,DATA,174,NONE,227693559,228525246,1612027131562,1612027134584
110,DATA,177,NONE,229741560,230539297,1612027133570,1612027136598
111,DATA,230,NONE,231584559,232554040,1612027135583,1612027138613
112,DATA,143,NONE,233631559,234568838,1612027137599,1612027140628
113,DATA,200,NONE,235680561,236579244,1612027139611,1612027142638
114,DATA,216,NONE,237730561,238585332,1612027141623,1612027144644
115,DATA,109,NONE,239673559,240596191,1612027143631,1612027146655
116,DATA,195,NONE,241723559,242609238,1612027145641,1612027148668
117,DATA,217,NONE,243770561,244623019,1612027147653,1612027150682
118,DATA,139,NONE,245818559,246636107,1612027149668,1612027152694
119,DATA,175,NONE,247664715,248578011,1612027151681,1612027154709
120,DATA,152,NONE,249708580,250619919,1612027153691,1612027156717
121,DATA,210,NONE,251759585,252674712,1612027155701,1612027158732
122,DATA,135,NONE,253806582,254720666,1612027157714,1612027160744
123,DATA,219,NONE,256165716,256833890,1612027159728,1612027162752
124,DATA,224,NONE,257703726,258840804,1612027161732,1612027164758
125,DATA,168,NONE,259745560,260845380,1612027163743,1612027166762
126,DATA,141,NONE,261795568,262853394,1612027165749,1612027168770
127,DATA,143,NONE,263845570,264866448,1612027167757,1612027170783
128,DATA,178,NONE,265891598,266878433,1612027169769,1612027172795
129,DATA,169,NONE,267938564,268887573,1612027171782,1612027174804
130,DATA,215,NONE,269777564,270897111,1612027173791,1612027176814
131,DATA,225,NONE,271830565,272908539,1612027175798,1612027178825
132,DATA,155,NONE,273980564,274922931,1612027177812,1612027180840
133,DATA,197,NONE,275824565,276928413,1612027179826,1612027182845
134,DATA,151,NONE,277872565,278941425,1612027181832,1612027184858
135,DATA,147,NONE,279920564,280952541,1612027183845,1612027186869
136,DATA,213,NONE,281976565,282965440,1612027185855,1612027188882
137,DATA,168,NONE,283838558,284978316,1612027187868,1612027190895
138,DATA,130,NONE,285859561,286991524,1612027189882,1612027192908
139,DATA,160,NONE,287908564,289008173,1612027191895,1612027194925
140,DATA,214,NONE,289961561,291021688,1612027193909,1612027196938
141,DATA,242,NONE,292108560,293027778,1612027195924,1612027198944
142,DATA,143,NONE,293950561,295038557,1612027197931,1612027200955
143,DATA,194,NONE,295998560,297044601,1612027199941,1612027202961
144,DATA,224,NONE,298047561,299052452,1612027201947,1612027204970
145,DATA,167,NONE,300094561,301066643,1612027203956,1612027206983
146,DATA,222,NONE,302144559,303077558,1612027205969,1612027208995
147,DATA,198,NONE,303985560,305087453,1612027207981,1612027211004
148,DATA,178,NONE,306035562,307104154,1612027209990,1612027213022
149,DATA,221,NONE,308085559,309115615,1612027212005,1612027215032
150,DATA,199,NONE,310337559,310490849,1612027214018,1612027216407
