MSG_ID,MSG_TYPE,DATA_LEN,ERROR,timeSentACK,timeRecvACK,timeFrontendSend,timeFrontendRecv
65,,230,TIMEDOUT,,,1612027920441,1612027930790
69,,213,TIMEDOUT,,,1612027921452,1612027931793
70,,158,TIMEDOUT,,,1612027922465,1612027932800
72,,193,TIMEDOUT,,,1612027923729,1612027933814
73,,135,TIMEDOUT,,,1612027925501,1612027935846
66,,207,TIMEDOUT,,,1612027926748,1612027936856
67,,221,TIMEDOUT,,,1612027928524,1612027938883
68,,184,TIMEDOUT,,,1612027929536,1612027939889
74,,150,TIMEDOUT,,,1612027930549,1612027940904
71,,180,TIMEDOUT,,,1612027931562,1612027941922
69,,213,TIMEDOUT,,,1612027932575,1612027942930
70,,158,TIMEDOUT,,,1612027933588,1612027943944
72,,193,TIMEDOUT,,,1612027934602,1612027944947
75,,195,TIMEDOUT,,,1612027935615,1612027945950
73,,135,TIMEDOUT,,,1612027936629,1612027946960
66,,207,TIMEDOUT,,,1612027937642,1612027947972
67,,221,TIMEDOUT,,,1612027938884,1612027948987
68,,184,TIMEDOUT,,,1612027940675,1612027951004
71,,180,TIMEDOUT,,,1612027941922,1612027952011
69,,213,TIMEDOUT,,,1612027943709,1612027954024
70,,158,TIMEDOUT,,,1612027944722,1612027955039
72,,193,TIMEDOUT,,,1612027945736,1612027956047
75,,195,TIMEDOUT,,,1612027946748,1612027957057
73,,135,TIMEDOUT,,,1612027947761,1612027958072
66,,207,TIMEDOUT,,,1612027948776,1612027959080
67,,221,TIMEDOUT,,,1612027949789,1612027960096
68,,184,TIMEDOUT,,,1612027951005,1612027961099
71,,180,TIMEDOUT,,,1612027952821,1612027963122
74,,150,TIMEDOUT,,,1612027953833,1612027964133
70,,158,TIMEDOUT,,,1612027955039,1612027965141
72,,193,TIMEDOUT,,,1612027956863,1612027967163
75,,195,TIMEDOUT,,,1612027957876,1612027968178
73,,135,TIMEDOUT,,,1612027958889,1612027969188
69,,213,TIMEDOUT,,,1612027960906,1612027971206
76,,192,TIMEDOUT,,,1612027961917,1612027972208
71,,180,TIMEDOUT,,,1612027963123,1612027973213
74,,150,TIMEDOUT,,,1612027964133,1612027974231
77,,192,TIMEDOUT,,,1612027965963,1612027976256
78,,146,TIMEDOUT,,,1612027966976,1612027977272
75,,195,TIMEDOUT,,,1612027968179,1612027978286
79,,204,TIMEDOUT,,,1612027970004,1612027980303
80,,241,TIMEDOUT,,,1612027971017,1612027981312
81,,132,TIMEDOUT,,,1612027972031,1612027982322
76,,192,TIMEDOUT,,,1612027973044,1612027983339
74,,150,TIMEDOUT,,,1612027974232,1612027984347
82,,187,TIMEDOUT,,,1612027976065,1612027986357
77,,192,TIMEDOUT,,,1612027977077,1612027987365
78,,146,TIMEDOUT,,,1612027978090,1612027988384
75,,195,TIMEDOUT,,,1612027979103,1612027989392
83,,141,TIMEDOUT,,,1612027980116,1612027990397
79,,204,TIMEDOUT,,,1612027981128,1612027991406
80,,241,TIMEDOUT,,,1612027982141,1612027992416
76,,192,TIMEDOUT,,,1612027983339,1612027993432
82,,187,TIMEDOUT,,,1612027986358,1612027996472
78,,146,TIMEDOUT,,,1612027988385,1612027998498
83,,141,TIMEDOUT,,,1612027990398,1612028000517
79,,204,TIMEDOUT,,,1612027991407,1612028001525
76,,192,TIMEDOUT,,,1612027993433,1612028003554
82,,187,TIMEDOUT,,,1612027996473,1612028006593
78,,146,TIMEDOUT,,,1612027998499,1612028008610
83,,141,TIMEDOUT,,,1612028000518,1612028010632
76,,192,TIMEDOUT,,,1612028003555,1612028013658
82,,187,TIMEDOUT,,,1612028006593,1612028016690
78,,146,TIMEDOUT,,,1612028008611,1612028018709
83,,141,TIMEDOUT,,,1612028010632,1612028020730
82,,187,TIMEDOUT,,,1612028016690,1612028026789
83,,141,TIMEDOUT,,,1612028020731,1612028030820
