MSG_ID,MSG_TYPE,DATA_LEN,ERROR,timeSentACK,timeRecvACK,timeFrontendSend,timeFrontendRecv
60,,173,TIMEDOUT,,,1612028260218,1612028270305
67,,163,TIMEDOUT,,,1612028261268,1612028271314
58,,190,TIMEDOUT,,,1612028262280,1612028272322
61,,176,TIMEDOUT,,,1612028263292,1612028273335
65,,222,TIMEDOUT,,,1612028265271,1612028275359
63,,192,TIMEDOUT,,,1612028266321,1612028276364
66,,225,TIMEDOUT,,,1612028267331,1612028277375
64,,228,TIMEDOUT,,,1612028269350,1612028279392
67,,163,TIMEDOUT,,,1612028271314,1612028281411
62,,169,TIMEDOUT,,,1612028272379,1612028282415
68,,154,TIMEDOUT,,,1612028273392,1612028283424
69,,185,TIMEDOUT,,,1612028274406,1612028284434
65,,222,TIMEDOUT,,,1612028276429,1612028286452
66,,225,TIMEDOUT,,,1612028277440,1612028287458
64,,228,TIMEDOUT,,,1612028279393,1612028289476
70,,146,TIMEDOUT,,,1612028280461,1612028290490
62,,169,TIMEDOUT,,,1612028282416,1612028292516
68,,154,TIMEDOUT,,,1612028283492,1612028293526
69,,185,TIMEDOUT,,,1612028285516,1612028295545
67,,163,TIMEDOUT,,,1612028286528,1612028296547
66,,225,TIMEDOUT,,,1612028287540,1612028297550
71,,163,TIMEDOUT,,,1612028288549,1612028298558
72,,131,TIMEDOUT,,,1612028289562,1612028299566
70,,146,TIMEDOUT,,,1612028290576,1612028300580
73,,203,TIMEDOUT,,,1612028291589,1612028301590
74,,118,TIMEDOUT,,,1612028292603,1612028303102
68,,154,TIMEDOUT,,,1612028293615,1612028304104
75,,219,TIMEDOUT,,,1612028294629,1612028305116
69,,185,TIMEDOUT,,,1612028295643,1612028306112
67,,163,TIMEDOUT,,,1612028297650,1612028308118
71,,163,TIMEDOUT,,,1612028298660,1612028309119
72,,131,TIMEDOUT,,,1612028299673,1612028310125
70,,146,TIMEDOUT,,,1612028300686,1612028311126
73,,203,TIMEDOUT,,,1612028302703,1612028313142
74,,118,TIMEDOUT,,,1612028303717,1612028314144
68,,154,TIMEDOUT,,,1612028304730,1612028315150
75,,219,TIMEDOUT,,,1612028305742,1612028316152
69,,185,TIMEDOUT,,,1612028307758,1612028318166
71,,163,TIMEDOUT,,,1612028309120,1612028319168
72,,131,TIMEDOUT,,,1612028310782,1612028321179
70,,146,TIMEDOUT,,,1612028312794,1612028323192
74,,118,TIMEDOUT,,,1612028314144,1612028324198
68,,154,TIMEDOUT,,,1612028315816,1612028326211
75,,219,TIMEDOUT,,,1612028317829,1612028328229
71,,163,TIMEDOUT,,,1612028319169,1612028329238
69,,185,TIMEDOUT,,,1612028320853,1612028331244
72,,131,TIMEDOUT,,,1612028322867,1612028333249
74,,118,TIMEDOUT,,,1612028324199,1612028334254
70,,146,TIMEDOUT,,,1612028325891,1612028336259
73,,203,TIMEDOUT,,,1612028327906,1612028338272
71,,163,TIMEDOUT,,,1612028329239,1612028339279
75,,219,TIMEDOUT,,,1612028330923,1612028341290
76,,183,TIMEDOUT,,,1612028332936,1612028343298
74,,118,TIMEDOUT,,,1612028334255,1612028344305
72,,131,TIMEDOUT,,,1612028335961,1612028346316
77,,222,TIMEDOUT,,,1612028337973,1612028348320
73,,203,TIMEDOUT,,,1612028339991,1612028350329
75,,219,TIMEDOUT,,,1612028341291,1612028351334
78,,122,TIMEDOUT,,,1612028343008,1612028353344
76,,183,TIMEDOUT,,,1612028344017,1612028354349
79,,133,TIMEDOUT,,,1612028346032,1612028356358
80,,194,TIMEDOUT,,,1612028348047,1612028358372
77,,222,TIMEDOUT,,,1612028350060,1612028360384
73,,203,TIMEDOUT,,,1612028352074,1612028362395
78,,122,TIMEDOUT,,,1612028353345,1612028363403
76,,183,TIMEDOUT,,,1612028355097,1612028365414
79,,133,TIMEDOUT,,,1612028356359,1612028366423
81,,204,TIMEDOUT,,,1612028358116,1612028368440
80,,194,TIMEDOUT,,,1612028360131,1612028370443
77,,222,TIMEDOUT,,,1612028362145,1612028372448
78,,122,TIMEDOUT,,,1612028363404,1612028373459
82,,195,TIMEDOUT,,,1612028365168,1612028375468
79,,133,TIMEDOUT,,,1612028366424,1612028376469
76,,183,TIMEDOUT,,,1612028368189,1612028378476
81,,204,TIMEDOUT,,,1612028370205,1612028380496
80,,194,TIMEDOUT,,,1612028372219,1612028382510
78,,122,TIMEDOUT,,,1612028373459,1612028383517
77,,222,TIMEDOUT,,,1612028375242,1612028385526
79,,133,TIMEDOUT,,,1612028376470,1612028386528
82,,195,TIMEDOUT,,,1612028378264,1612028388537
76,,183,TIMEDOUT,,,1612028380277,1612028390553
81,,204,TIMEDOUT,,,1612028382294,1612028392565
78,,122,TIMEDOUT,,,1612028383518,1612028393568
80,,194,TIMEDOUT,,,1612028385315,1612028395576
79,,133,TIMEDOUT,,,1612028386528,1612028396584
77,,222,TIMEDOUT,,,1612028388338,1612028398592
82,,195,TIMEDOUT,,,1612028390354,1612028400596
83,,213,TIMEDOUT,,,1612028391365,1612028401602
81,,204,TIMEDOUT,,,1612028392566,1612028402605
84,,148,TIMEDOUT,,,1612028394391,1612028404618
80,,194,TIMEDOUT,,,1612028395577,1612028405626
85,,126,TIMEDOUT,,,1612028397413,1612028407641
86,,129,TIMEDOUT,,,1612028399430,1612028409645
82,,195,TIMEDOUT,,,1612028400596,1612028410651
83,,213,TIMEDOUT,,,1612028402450,1612028412661
81,,204,TIMEDOUT,,,1612028404465,1612028414670
84,,148,TIMEDOUT,,,1612028406481,1612028416679
87,,197,TIMEDOUT,,,1612028407490,1612028417683
86,,129,TIMEDOUT,,,1612028409645,1612028419696
83,,213,TIMEDOUT,,,1612028412661,1612028422713
84,,148,TIMEDOUT,,,1612028416679,1612028426727
86,,129,TIMEDOUT,,,1612028419697,1612028429746
