MSG_ID,FRAG_ID,MSG_TYPE,DATA_LEN,ERROR,retires,timeSentACK,timeRecvACK,timeFrontendSend,timeFrontendRecv
27,,DATA,199,NONE,1,66172729,66184435,1612769116917,1612769118094
28,,DATA,188,NONE,1,68220446,68233373,1612769118924,1612769120142
29,,DATA,134,NONE,1,70061976,70071716,1612769120929,1612769121981
30,,DATA,186,NONE,1,72113081,72126362,1612769122933,1612769124035
31,,DATA,205,NONE,1,74156992,74168630,1612769124937,1612769126078
32,,DATA,138,NONE,1,76205108,76215895,1612769126944,1612769128125
33,,DATA,118,NONE,1,78253558,78263554,1612769128950,1612769130172
34,,DATA,220,NONE,1,80099906,80112583,1612769130956,1612769132021
35,,DATA,236,NONE,1,82662502,82676425,1612769132961,1612769134585
36,,DATA,136,NONE,1,84093883,84105192,1612769134966,1612769136014
37,,DATA,146,NONE,1,86142304,86152504,1612769136976,1612769138061
38,,DATA,196,NONE,1,89153771,90089217,1612769138981,1612769141998
39,,DATA,217,NONE,1,90236530,90249006,1612769140984,1612769142158
40,,DATA,199,NONE,1,92289469,92301356,1612769142994,1612769144210
41,,DATA,154,NONE,1,94129919,94142148,1612769145000,1612769146051
42,,DATA,141,NONE,1,96176464,96188779,1612769147004,1612769148097
43,,DATA,114,NONE,1,98223774,98234575,1612769149011,1612769150143
44,,DATA,228,NONE,1,100583846,100696067,1612769151018,1612769152605
45,,DATA,129,NONE,1,102225511,102236692,1612769153026,1612769154145
46,,DATA,113,NONE,1,104272974,104284166,1612769155032,1612769156193
47,,DATA,249,NONE,1,106319700,106332491,1612769157042,1612769158241
48,,DATA,163,NONE,1,108168595,108180332,1612769159045,1612769160089
49,,DATA,155,NONE,1,110217258,110227679,1612769161052,1612769162136
50,,DATA,200,NONE,1,112261262,112273643,1612769163060,1612769164182
51,,DATA,202,NONE,1,114307403,114319126,1612769165066,1612769166227
52,,DATA,212,NONE,1,116356653,116369641,1612769167071,1612769168278
53,,DATA,198,NONE,1,118514591,118629319,1612769169078,1612769170537
54,,DATA,217,NONE,1,120254221,120269494,1612769171083,1612769172178
55,,DATA,119,NONE,1,122300556,122311322,1612769173091,1612769174220
56,,DATA,199,NONE,1,124347532,124362459,1612769175099,1612769176271
57,,DATA,222,NONE,1,126396260,126407263,1612769177107,1612769178315
58,,DATA,118,NONE,1,128244312,128255522,1612769179114,1612769180163
59,,DATA,126,NONE,1,130286710,130302211,1612769181119,1612769182210
60,,DATA,126,NONE,1,132344499,132355663,1612769183127,1612769184264
61,,DATA,207,NONE,1,134383661,134394545,1612769185133,1612769186302
62,,DATA,209,NONE,1,136557061,136569450,1612769187141,1612769188478
63,,DATA,202,NONE,1,138284310,138156059,1612769189150,1612769190204
64,,DATA,120,NONE,1,140330393,140339303,1612769191155,1612769192249
65,,DATA,188,NONE,1,142382332,142391448,1612769193160,1612769194304
66,,DATA,117,NONE,1,144428623,144539657,1612769195166,1612769196348
67,,DATA,174,NONE,1,146475904,146176690,1612769197170,1612769198396
68,,DATA,164,NONE,1,148319871,148330166,1612769199176,1612769200240
69,,DATA,193,NONE,1,150368146,150378717,1612769201183,1612769202288
70,,DATA,215,NONE,1,152419807,152430373,1612769203193,1612769204340
71,,DATA,127,NONE,1,154752957,154762197,1612769205202,1612769206672
72,,DATA,149,NONE,1,156419519,156428763,1612769207207,1612769208338
73,,DATA,172,NONE,1,158463618,158473775,1612769209216,1612769210383
74,,DATA,164,NONE,1,160516357,160526789,1612769211223,1612769212437
75,,DATA,143,NONE,1,162359885,162369553,1612769213228,1612769214278
76,,DATA,111,NONE,1,164402733,164411139,1612769215234,1612769216320
77,,DATA,128,NONE,1,166451299,166460992,1612769217240,1612769218370
78,,DATA,208,NONE,1,168501444,168511079,1612769219245,1612769220420
79,,DATA,154,NONE,1,170543350,170554101,1612769221253,1612769222463
80,,DATA,113,NONE,1,173868446,174371027,1612769223260,1612769226280
81,,DATA,227,NONE,1,174556212,174567053,1612769225266,1612769226476
82,,DATA,187,NONE,1,176596312,176606617,1612769227278,1612769228515
83,,DATA,124,NONE,1,178439989,178453412,1612769229284,1612769230363
84,,DATA,175,NONE,1,181863132,182403433,1612769231291,1612769234313
85,,DATA,219,NONE,1,182535560,182546231,1612769233299,1612769234455
86,,DATA,178,NONE,1,184582892,184593202,1612769235308,1612769236502
87,,DATA,164,NONE,1,186632380,186644368,1612769237317,1612769238554
88,,DATA,123,NONE,1,188475088,188483769,1612769239325,1612769240392
89,,DATA,109,NONE,1,191138270,191152389,1612769241329,1612769243062
90,,DATA,128,NONE,1,192476722,192487683,1612769243336,1612769244396
91,,DATA,225,NONE,1,194523093,194534166,1612769245341,1612769246442
92,,DATA,180,NONE,1,196572856,196583970,1612769247350,1612769248493
93,,DATA,200,NONE,1,198621354,198631950,1612769249359,1612769250540
94,,DATA,176,NONE,1,200667719,200678158,1612769251365,1612769252587
95,,DATA,109,NONE,1,202510615,202521436,1612769253372,1612769254430
96,,DATA,227,NONE,1,204562320,204573604,1612769255380,1612769256482
97,,DATA,155,NONE,1,206608216,206618447,1612769257389,1612769258527
98,,DATA,169,NONE,1,209072068,209082502,1612769259394,1612769260991
99,,DATA,210,NONE,1,210607500,210335963,1612769261397,1612769262527
100,,DATA,212,NONE,1,212662732,212336884,1612769263404,1612769264583
101,,DATA,176,NONE,1,214703148,214810987,1612769265410,1612769266624
102,,DATA,177,NONE,1,216549092,216657302,1612769267417,1612769268471
103,,DATA,159,NONE,1,218596959,218703334,1612769269426,1612769270517
104,,DATA,222,NONE,1,220646710,220754187,1612769271432,1612769272568
105,,DATA,212,NONE,1,222690836,222799903,1612769273440,1612769274613
106,,DATA,187,NONE,1,224738259,224843020,1612769275445,1612769276657
107,,DATA,131,NONE,1,227610827,228656994,1612769277452,1612769280470
108,,DATA,137,NONE,1,228635845,228741244,1612769279457,1612769280555
109,,DATA,159,NONE,1,230682097,230787619,1612769281466,1612769282601
110,,DATA,126,NONE,1,232731128,232835225,1612769283475,1612769284649
111,,DATA,148,NONE,1,234780528,234885847,1612769285484,1612769286699
112,,DATA,214,NONE,1,236624291,236730494,1612769287491,1612769288544
113,,DATA,130,NONE,1,238668171,238773850,1612769289495,1612769290587
114,,DATA,149,NONE,1,240719578,240825964,1612769291501,1612769292639
115,,DATA,157,NONE,1,242769271,242875022,1612769293510,1612769294688
116,,DATA,227,NONE,1,245537096,245649562,1612769295516,1612769297463
117,,DATA,155,NONE,1,246769788,246875703,1612769297524,1612769298688
118,,DATA,144,NONE,1,248714095,248821976,1612769299527,1612769300635
119,,DATA,130,NONE,1,250761171,250868895,1612769301531,1612769302682
120,,DATA,168,NONE,1,252809602,252919173,1612769303536,1612769304732
121,,DATA,117,NONE,1,254855942,254961093,1612769305543,1612769306774
122,,DATA,209,NONE,1,256700378,256807743,1612769307549,1612769308621
123,,DATA,235,NONE,1,258744802,258856475,1612769309558,1612769310669
124,,DATA,180,NONE,1,260736590,260844478,1612769311563,1612769312657
125,,DATA,224,NONE,1,263256674,263362409,1612769313573,1612769315175
