MSG_ID,MSG_TYPE,DATA_LEN,ERROR,timeSentACK,timeRecvACK,timeFrontendSend,timeFrontendRecv
56,,192,TIMEDOUT,,,1612027488138,1612027498251
53,,148,TIMEDOUT,,,1612027489925,1612027500268
54,,146,TIMEDOUT,,,1612027490939,1612027501277
58,,165,TIMEDOUT,,,1612027491951,1612027502295
52,,173,TIMEDOUT,,,1612027492966,1612027503308
50,,205,TIMEDOUT,,,1612027494981,1612027505345
55,,131,TIMEDOUT,,,1612027496997,1612027507372
51,,115,TIMEDOUT,,,1612027498008,1612027508373
56,,192,TIMEDOUT,,,1612027499022,1612027509383
57,,158,TIMEDOUT,,,1612027500036,1612027510390
59,,113,TIMEDOUT,,,1612027501048,1612027511399
60,,115,TIMEDOUT,,,1612027502060,1612027512409
58,,165,TIMEDOUT,,,1612027503072,1612027513426
61,,211,TIMEDOUT,,,1612027505093,1612027515446
62,,152,TIMEDOUT,,,1612027506106,1612027516459
63,,200,TIMEDOUT,,,1612027507120,1612027517472
64,,206,TIMEDOUT,,,1612027508132,1612027518484
56,,192,TIMEDOUT,,,1612027509384,1612027519489
57,,158,TIMEDOUT,,,1612027511154,1612027521505
59,,113,TIMEDOUT,,,1612027512165,1612027522518
58,,165,TIMEDOUT,,,1612027513427,1612027523527
60,,115,TIMEDOUT,,,1612027515193,1612027525558
61,,211,TIMEDOUT,,,1612027516203,1612027526574
62,,152,TIMEDOUT,,,1612027517216,1612027527593
63,,200,TIMEDOUT,,,1612027518229,1612027528604
64,,206,TIMEDOUT,,,1612027519243,1612027529618
65,,198,TIMEDOUT,,,1612027521264,1612027531646
57,,158,TIMEDOUT,,,1612027522276,1612027532652
59,,113,TIMEDOUT,,,1612027523289,1612027533668
58,,165,TIMEDOUT,,,1612027524302,1612027534680
66,,167,TIMEDOUT,,,1612027525315,1612027535694
60,,115,TIMEDOUT,,,1612027526326,1612027536708
61,,211,TIMEDOUT,,,1612027527337,1612027537726
62,,152,TIMEDOUT,,,1612027528348,1612027538735
63,,200,TIMEDOUT,,,1612027529360,1612027539742
64,,206,TIMEDOUT,,,1612027530373,1612027540750
65,,198,TIMEDOUT,,,1612027531646,1612027541760
57,,158,TIMEDOUT,,,1612027533403,1612027543785
59,,113,TIMEDOUT,,,1612027534414,1612027544789
67,,125,TIMEDOUT,,,1612027535426,1612027545797
66,,167,TIMEDOUT,,,1612027536438,1612027546809
61,,211,TIMEDOUT,,,1612027537726,1612027547826
62,,152,TIMEDOUT,,,1612027539472,1612027549844
63,,200,TIMEDOUT,,,1612027540485,1612027550849
65,,198,TIMEDOUT,,,1612027541761,1612027551851
64,,206,TIMEDOUT,,,1612027543514,1612027553869
59,,113,TIMEDOUT,,,1612027544790,1612027554880
67,,125,TIMEDOUT,,,1612027546539,1612027556901
66,,167,TIMEDOUT,,,1612027547549,1612027557910
61,,211,TIMEDOUT,,,1612027549563,1612027559935
63,,200,TIMEDOUT,,,1612027550849,1612027560948
65,,198,TIMEDOUT,,,1612027552598,1612027562955
62,,152,TIMEDOUT,,,1612027553612,1612027563964
64,,206,TIMEDOUT,,,1612027554622,1612027564975
60,,115,TIMEDOUT,,,1612027555633,1612027565995
68,,116,TIMEDOUT,,,1612027556648,1612027567009
67,,125,TIMEDOUT,,,1612027557658,1612027568021
66,,167,TIMEDOUT,,,1612027558671,1612027569035
69,,163,TIMEDOUT,,,1612027559684,1612027570048
70,,217,TIMEDOUT,,,1612027561703,1612027572068
65,,198,TIMEDOUT,,,1612027562956,1612027573085
71,,136,TIMEDOUT,,,1612027564731,1612027575119
72,,201,TIMEDOUT,,,1612027565744,1612027576127
60,,115,TIMEDOUT,,,1612027566757,1612027577146
68,,116,TIMEDOUT,,,1612027567769,1612027578147
67,,125,TIMEDOUT,,,1612027568782,1612027579157
66,,167,TIMEDOUT,,,1612027569793,1612027580166
69,,163,TIMEDOUT,,,1612027571810,1612027582187
70,,217,TIMEDOUT,,,1612027572822,1612027583190
73,,177,TIMEDOUT,,,1612027573836,1612027584192
71,,136,TIMEDOUT,,,1612027575119,1612027585196
72,,201,TIMEDOUT,,,1612027576863,1612027587218
68,,116,TIMEDOUT,,,1612027578148,1612027588226
67,,125,TIMEDOUT,,,1612027579157,1612027589241
74,,123,TIMEDOUT,,,1612027580900,1612027591267
69,,163,TIMEDOUT,,,1612027582187,1612027592274
70,,217,TIMEDOUT,,,1612027583922,1612027594311
73,,177,TIMEDOUT,,,1612027584934,1612027595320
72,,201,TIMEDOUT,,,1612027587219,1612027597348
74,,123,TIMEDOUT,,,1612027591267,1612027601391
70,,217,TIMEDOUT,,,1612027594312,1612027604435
72,,201,TIMEDOUT,,,1612027597349,1612027607461
74,,123,TIMEDOUT,,,1612027601391,1612027611501
70,,217,TIMEDOUT,,,1612027604436,1612027614538
72,,201,TIMEDOUT,,,1612027607461,1612027617578
74,,123,TIMEDOUT,,,1612027611502,1612027621635
74,,123,TIMEDOUT,,,1612027621636,1612027631738
